core_case_id,corpus,topic_id,agent_field,memory_condition,ranker,policy,selected_count,gold_available_cluster_count,gold_cluster_recall_at_k,gold_cluster_recall_null_reason,gold_cluster_capacity_coverage_at_k,gold_cluster_precision,gold_cluster_precision_null_reason,selected_redundancy,strict_topic_label_match,shortfall
corpus_expanded__agent_planning__learning__related__stage_a_supplement__recognition,corpus_expanded,agent_planning,learning,related,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__learning__unrelated__stage_a_reference__balanced,corpus_expanded,agent_planning,learning,unrelated,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__learning__unrelated__stage_a_reference__novelty,corpus_expanded,agent_planning,learning,unrelated,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__learning__unrelated__stage_a_reference__recognition,corpus_expanded,agent_planning,learning,unrelated,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__learning__unrelated__stage_a_supplement__balanced,corpus_expanded,agent_planning,learning,unrelated,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__learning__unrelated__stage_a_supplement__novelty,corpus_expanded,agent_planning,learning,unrelated,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__learning__unrelated__stage_a_supplement__recognition,corpus_expanded,agent_planning,learning,unrelated,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__empty__stage_a_reference__balanced,corpus_expanded,agent_planning,science,empty,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__empty__stage_a_reference__novelty,corpus_expanded,agent_planning,science,empty,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__empty__stage_a_reference__recognition,corpus_expanded,agent_planning,science,empty,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__empty__stage_a_supplement__balanced,corpus_expanded,agent_planning,science,empty,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__empty__stage_a_supplement__novelty,corpus_expanded,agent_planning,science,empty,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__empty__stage_a_supplement__recognition,corpus_expanded,agent_planning,science,empty,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__related__stage_a_reference__balanced,corpus_expanded,agent_planning,science,related,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__related__stage_a_reference__novelty,corpus_expanded,agent_planning,science,related,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__related__stage_a_reference__recognition,corpus_expanded,agent_planning,science,related,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__related__stage_a_supplement__balanced,corpus_expanded,agent_planning,science,related,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__related__stage_a_supplement__novelty,corpus_expanded,agent_planning,science,related,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__related__stage_a_supplement__recognition,corpus_expanded,agent_planning,science,related,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__unrelated__stage_a_reference__balanced,corpus_expanded,agent_planning,science,unrelated,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__unrelated__stage_a_reference__novelty,corpus_expanded,agent_planning,science,unrelated,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__unrelated__stage_a_reference__recognition,corpus_expanded,agent_planning,science,unrelated,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__unrelated__stage_a_supplement__balanced,corpus_expanded,agent_planning,science,unrelated,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__unrelated__stage_a_supplement__novelty,corpus_expanded,agent_planning,science,unrelated,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_planning__science__unrelated__stage_a_supplement__recognition,corpus_expanded,agent_planning,science,unrelated,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__empty__stage_a_reference__balanced,corpus_expanded,agent_tools,agents,empty,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__empty__stage_a_reference__novelty,corpus_expanded,agent_tools,agents,empty,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__empty__stage_a_reference__recognition,corpus_expanded,agent_tools,agents,empty,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__empty__stage_a_supplement__balanced,corpus_expanded,agent_tools,agents,empty,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__empty__stage_a_supplement__novelty,corpus_expanded,agent_tools,agents,empty,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__empty__stage_a_supplement__recognition,corpus_expanded,agent_tools,agents,empty,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__related__stage_a_reference__balanced,corpus_expanded,agent_tools,agents,related,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__related__stage_a_reference__novelty,corpus_expanded,agent_tools,agents,related,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__related__stage_a_reference__recognition,corpus_expanded,agent_tools,agents,related,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__related__stage_a_supplement__balanced,corpus_expanded,agent_tools,agents,related,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__related__stage_a_supplement__novelty,corpus_expanded,agent_tools,agents,related,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__related__stage_a_supplement__recognition,corpus_expanded,agent_tools,agents,related,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__unrelated__stage_a_reference__balanced,corpus_expanded,agent_tools,agents,unrelated,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__unrelated__stage_a_reference__novelty,corpus_expanded,agent_tools,agents,unrelated,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__unrelated__stage_a_reference__recognition,corpus_expanded,agent_tools,agents,unrelated,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__unrelated__stage_a_supplement__balanced,corpus_expanded,agent_tools,agents,unrelated,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__unrelated__stage_a_supplement__novelty,corpus_expanded,agent_tools,agents,unrelated,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__agents__unrelated__stage_a_supplement__recognition,corpus_expanded,agent_tools,agents,unrelated,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__empty__stage_a_reference__balanced,corpus_expanded,agent_tools,learning,empty,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__empty__stage_a_reference__novelty,corpus_expanded,agent_tools,learning,empty,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__empty__stage_a_reference__recognition,corpus_expanded,agent_tools,learning,empty,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__empty__stage_a_supplement__balanced,corpus_expanded,agent_tools,learning,empty,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__empty__stage_a_supplement__novelty,corpus_expanded,agent_tools,learning,empty,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__empty__stage_a_supplement__recognition,corpus_expanded,agent_tools,learning,empty,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__related__stage_a_reference__balanced,corpus_expanded,agent_tools,learning,related,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__related__stage_a_reference__novelty,corpus_expanded,agent_tools,learning,related,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__related__stage_a_reference__recognition,corpus_expanded,agent_tools,learning,related,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__related__stage_a_supplement__balanced,corpus_expanded,agent_tools,learning,related,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__related__stage_a_supplement__novelty,corpus_expanded,agent_tools,learning,related,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__related__stage_a_supplement__recognition,corpus_expanded,agent_tools,learning,related,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__unrelated__stage_a_reference__balanced,corpus_expanded,agent_tools,learning,unrelated,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__unrelated__stage_a_reference__novelty,corpus_expanded,agent_tools,learning,unrelated,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__unrelated__stage_a_reference__recognition,corpus_expanded,agent_tools,learning,unrelated,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__unrelated__stage_a_supplement__balanced,corpus_expanded,agent_tools,learning,unrelated,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__unrelated__stage_a_supplement__novelty,corpus_expanded,agent_tools,learning,unrelated,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__learning__unrelated__stage_a_supplement__recognition,corpus_expanded,agent_tools,learning,unrelated,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__empty__stage_a_reference__balanced,corpus_expanded,agent_tools,science,empty,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__empty__stage_a_reference__novelty,corpus_expanded,agent_tools,science,empty,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__empty__stage_a_reference__recognition,corpus_expanded,agent_tools,science,empty,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__empty__stage_a_supplement__balanced,corpus_expanded,agent_tools,science,empty,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__empty__stage_a_supplement__novelty,corpus_expanded,agent_tools,science,empty,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__empty__stage_a_supplement__recognition,corpus_expanded,agent_tools,science,empty,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__related__stage_a_reference__balanced,corpus_expanded,agent_tools,science,related,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__related__stage_a_reference__novelty,corpus_expanded,agent_tools,science,related,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__related__stage_a_reference__recognition,corpus_expanded,agent_tools,science,related,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__related__stage_a_supplement__balanced,corpus_expanded,agent_tools,science,related,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__related__stage_a_supplement__novelty,corpus_expanded,agent_tools,science,related,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__related__stage_a_supplement__recognition,corpus_expanded,agent_tools,science,related,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__unrelated__stage_a_reference__balanced,corpus_expanded,agent_tools,science,unrelated,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__unrelated__stage_a_reference__novelty,corpus_expanded,agent_tools,science,unrelated,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__unrelated__stage_a_reference__recognition,corpus_expanded,agent_tools,science,unrelated,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__unrelated__stage_a_supplement__balanced,corpus_expanded,agent_tools,science,unrelated,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__unrelated__stage_a_supplement__novelty,corpus_expanded,agent_tools,science,unrelated,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__agent_tools__science__unrelated__stage_a_supplement__recognition,corpus_expanded,agent_tools,science,unrelated,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_exploration__agents__empty__stage_a_reference__balanced,corpus_expanded,learning_exploration,agents,empty,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_exploration__agents__empty__stage_a_reference__novelty,corpus_expanded,learning_exploration,agents,empty,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_exploration__agents__empty__stage_a_reference__recognition,corpus_expanded,learning_exploration,agents,empty,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_exploration__agents__empty__stage_a_supplement__balanced,corpus_expanded,learning_exploration,agents,empty,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_exploration__agents__empty__stage_a_supplement__novelty,corpus_expanded,learning_exploration,agents,empty,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_exploration__agents__empty__stage_a_supplement__recognition,corpus_expanded,learning_exploration,agents,empty,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_exploration__agents__related__stage_a_reference__balanced,corpus_expanded,learning_exploration,agents,related,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_exploration__agents__related__stage_a_reference__novelty,corpus_expanded,learning_exploration,agents,related,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
